course_code,department,course_number,course_title,syllabus_link
HIST 1981R,HIST,1981R,Transpacific Asian American Studies (ETHN 1750D),missing
HIST 1992,HIST,1992,History Honors Workshop for Prospective Thesis Writers,https://coursetools.brown.edu/syllabus/HIST:1992:2023-Spring:S01
HIST 1993,HIST,1993,"History Honors Workshop for Thesis Writers, Part I",https://coursetools.brown.edu/syllabus/HIST:1993:2023-Spring:S01
HIST 1994,HIST,1994,"History Honors Workshop for Thesis Writers, Part II",https://coursetools.brown.edu/syllabus/HIST:1994:2023-Spring:S01
HIST 2890,HIST,2890,Preliminary Examination Preparation,missing
HIST 2960,HIST,2960,Prospectus Development Seminar,missing
HIST 2971W,HIST,2971W,Readings in Environmental History,https://coursetools.brown.edu/syllabus/HIST:2971W:2023-Spring:S01
HIST 2981O,HIST,2981O,Seascapes of History,https://coursetools.brown.edu/syllabus/HIST:2981O:2023-Spring:S01
HIST 2990,HIST,2990,Thesis Preparation,missing
HIST 2993,HIST,2993,Gender Matters (ITAL 2550),missing
HIST 2999,HIST,2999,On Belief (HMAN 2401I).,missing
HMAN 0700A,HMAN,0700A,Simulating Reality: The (Curious) History and Science of Immersive Experiences (ITAL 0701),https://coursetools.brown.edu/syllabus/HMAN:0700A:2023-Spring:S01
HMAN 0900K,HMAN,0900K,Suffering and Compassion (ANTH 0350),missing
HMAN 0900L,HMAN,0900L,Caribe Queer (HISP 0750W),https://coursetools.brown.edu/syllabus/HMAN:0900L:2023-Spring:S01
HMAN 1000B,HMAN,1000B,The Cogut Institute for the Humanities Research Seminar,missing
HMAN 1400B,HMAN,1400B,"Are We Really All in This Together? Culture, Structure, and Health Disparities (ANTH 1313)",missing
HMAN 1400C,HMAN,1400C,Indigenous Languages of the Americas: An Introduction (ANTH 1840),https://coursetools.brown.edu/syllabus/HMAN:1400C:2023-Spring:S01
HMAN 1971S,HMAN,1971S,Introduction to iPhone/iPad Moviemaking Using 3-D and 360 VR Comparisons,https://coursetools.brown.edu/syllabus/HMAN:1971S:2023-Spring:S01
HMAN 1974L,HMAN,1974L,The Coming Apocalypse: Between the Earth and the World,https://coursetools.brown.edu/syllabus/HMAN:1974L:2023-Spring:S01
HMAN 1975J,HMAN,1975J,"Love Hurts: Romance, Media, Masochism (MCM 1506X)",missing
HMAN 1975P,HMAN,1975P,Medieval Race (ENGL 1361Q),https://coursetools.brown.edu/syllabus/HMAN:1975P:2023-Spring:S01
HMAN 1975U,HMAN,1975U,The Jewelers of the Oumma – Inhabiting the Jewish Muslim World,https://coursetools.brown.edu/syllabus/HMAN:1975U:2023-Spring:S01
HMAN 1975V,HMAN,1975V,Latin Radicals: Polemics by Spaniards and native authors in early colonial Mexico,missing
HMAN 1975W,HMAN,1975W,Outside Philosophy,https://coursetools.brown.edu/syllabus/HMAN:1975W:2023-Spring:S01
HMAN 1975Z,HMAN,1975Z,The Nature of Cities,missing
HMAN 1976,HMAN,1976,Violence of the Past (ANTH 1730),https://coursetools.brown.edu/syllabus/HMAN:1976:2023-Spring:S01
HMAN 1976A,HMAN,1976A,Disability and Sexuality: Politics of Desire and Desirability (STS1700A).,https://coursetools.brown.edu/syllabus/HMAN:1976A:2023-Spring:S01
HMAN 1976B,HMAN,1976B,Monsters in Literature (COLT 1815U),missing
HMAN 1976C,HMAN,1976C,Native American Architecture (HIAA 1625),missing
HMAN 1976J,HMAN,1976J,Pacific Indigeneities: From Māori Mythology to James Cameron’s Avatar (EAST 1702).,https://coursetools.brown.edu/syllabus/HMAN:1976J:2023-Spring:S01
HMAN 2300,HMAN,2300,Introduction to Digital Humanities,https://coursetools.brown.edu/syllabus/HMAN:2300:2023-Spring:S01
HMAN 2401I,HMAN,2401I,On Belief,missing
HMAN 2401P,HMAN,2401P,In the Wake of War (ENGL 2761V),missing
HMAN 2401Q,HMAN,2401Q,Racial Ecologies,https://coursetools.brown.edu/syllabus/HMAN:2401Q:2023-Spring:S01
HMAN 2500,HMAN,2500,Project Development Workshop,missing
HMAN 2971G,HMAN,2971G,The Coming Apocalypse: Between the Earth and the World,https://coursetools.brown.edu/syllabus/HMAN:2971G:2023-Spring:S01
HNDI 0200,HNDI,0200,Beginning Hindi or Urdu,https://coursetools.brown.edu/syllabus/HNDI:0200:2023-Spring:S01
HNDI 0400,HNDI,0400,Intermediate Hindi-Urdu,https://coursetools.brown.edu/syllabus/HNDI:0400:2023-Spring:S01
HNDI 1080,HNDI,1080,Advanced Hindi-Urdu,https://coursetools.brown.edu/syllabus/HNDI:1080:2023-Spring:S01
IAPA 0110,IAPA,0110,Introduction to Public Policy,https://coursetools.brown.edu/syllabus/IAPA:0110:2023-Spring:S01
IAPA 0400,IAPA,0400,Fiscal Plumbing 101: The American Tax State in Comparative and Historical Perspective,missing
IAPA 1000A,IAPA,1000A,Money and Power in the International Political Economy (POLS1420),https://coursetools.brown.edu/syllabus/IAPA:1000A:2023-Spring:S01
IAPA 1200,IAPA,1200,Foundations of Security,missing
IAPA 1402,IAPA,1402,"Beyond Sun, Sea and Sand: Exploring the Contemporary Caribbean",missing
IAPA 1403,IAPA,1403,Development's Visual Imaginaries: Still and Moving Images That Shaped the Field,missing
IAPA 1404,IAPA,1404,Economic Development of China and India,missing
IAPA 1700A,IAPA,1700A,Program Evaluation,https://coursetools.brown.edu/syllabus/IAPA:1700A:2023-Spring:S01
IAPA 1700B,IAPA,1700B,Investigating Modes of Social Change,missing
IAPA 1700D,IAPA,1700D,Law and Public Policy,missing
IAPA 1700E,IAPA,1700E,Nonprofit Organizations,https://coursetools.brown.edu/syllabus/IAPA:1700E:2023-Spring:S01
IAPA 1700L,IAPA,1700L,U.S. Grand Strategy,https://coursetools.brown.edu/syllabus/IAPA:1700L:2023-Spring:S01
IAPA 1700M,IAPA,1700M,Comparative Politics of Urban Development,https://coursetools.brown.edu/syllabus/IAPA:1700M:2023-Spring:S01
IAPA 1700N,IAPA,1700N,Transitional Justice,https://coursetools.brown.edu/syllabus/IAPA:1700N:2023-Spring:S01
IAPA 1700P,IAPA,1700P,Displaced: How Global Systems Shape Refugee Families,https://coursetools.brown.edu/syllabus/IAPA:1700P:2023-Spring:S01
IAPA 1700R,IAPA,1700R,"Inequality, Policy, and Economics",https://coursetools.brown.edu/syllabus/IAPA:1700R:2023-Spring:S01
IAPA 1700S,IAPA,1700S,"Survey of Time: Temporality, Social Theory, and Difference",missing
IAPA 1700T,IAPA,1700T,Politics of Public Health: The United States in Comparative Perspective,https://coursetools.brown.edu/syllabus/IAPA:1700T:2023-Spring:S01
IAPA 1701E,IAPA,1701E,Gender and Capitalism,missing
IAPA 1801D,IAPA,1801D,Politics & Journalism: A Practical Guide to How We Got Here and Where We’re Going,https://coursetools.brown.edu/syllabus/IAPA:1801D:2023-Spring:S01
IAPA 1801E,IAPA,1801E,Prison Abolition as Policy,https://coursetools.brown.edu/syllabus/IAPA:1801E:2023-Spring:S01
IAPA 1801V,IAPA,1801V,Diplomacy and Development: Related but Different Missions,https://coursetools.brown.edu/syllabus/IAPA:1801V:2023-Spring:S01
IAPA 1804B,IAPA,1804B,Global Megaprojects,https://coursetools.brown.edu/syllabus/IAPA:1804B:2023-Spring:S01
IAPA 1804H,IAPA,1804H,Early History of the CIA,missing
IAPA 1804M,IAPA,1804M,Overcoming Threats to Human Security,https://coursetools.brown.edu/syllabus/IAPA:1804M:2023-Spring:S01
IAPA 1810,IAPA,1810,Democratization and Autocratization,https://coursetools.brown.edu/syllabus/IAPA:1810:2023-Spring:S01
IAPA 1811,IAPA,1811,Contemporary Digital Policy and Politics,missing
ITAL 0110,ITAL,0110,Intensive Elementary Italian,https://coursetools.brown.edu/syllabus/ITAL:0110:2023-Spring:S01
ITAL 0200,ITAL,0200,Elementary Italian,https://coursetools.brown.edu/syllabus/ITAL:0200:2023-Spring:S01
ITAL 0400,ITAL,0400,Intermediate Italian II,https://coursetools.brown.edu/syllabus/ITAL:0400:2023-Spring:S01
ITAL 0600,ITAL,0600,Advanced Italian II,missing
ITAL 0701,ITAL,0701,Simulating Reality: The (Curious) History and Science of Immersive Experiences.,https://coursetools.brown.edu/syllabus/ITAL:0701:2023-Spring:S01
ITAL 1260,ITAL,1260,"Truth on Trial: Justice in Italy, 1400-1800",https://coursetools.brown.edu/syllabus/ITAL:1260:2023-Spring:S01
ITAL 1400S,ITAL,1400S,Il Femminismo in Italia/Italian Feminism,missing
ITAL 2550,ITAL,2550,Gender Matters,https://coursetools.brown.edu/syllabus/ITAL:2550:2023-Spring:S01
ITAL 2820,ITAL,2820,Italian Studies Colloquium,https://coursetools.brown.edu/syllabus/ITAL:2820:2023-Spring:S01
ITAL 2970,ITAL,2970,Preliminary Examination Preparation,missing
ITAL 2990,ITAL,2990,Thesis Preparation,missing
JAPN 0200,JAPN,0200,Basic Japanese,https://coursetools.brown.edu/syllabus/JAPN:0200:2023-Spring:S01
JAPN 0400,JAPN,0400,Intermediate Japanese,https://coursetools.brown.edu/syllabus/JAPN:0400:2023-Spring:S01
JAPN 0600,JAPN,0600,Advanced Japanese I,https://coursetools.brown.edu/syllabus/JAPN:0600:2023-Spring:S01
JAPN 0711,JAPN,0711,Japanese Linguistics,missing
JAPN 0812,JAPN,0812,Japanese Language and Society through Contemporary Film,https://coursetools.brown.edu/syllabus/JAPN:0812:2023-Spring:S01
JAPN 1010,JAPN,1010,Readings in Contemporary Japanese Fiction,missing
JUDS 0050J,JUDS,0050J,Friendship in the Ancient World (RELS 0090F),https://coursetools.brown.edu/syllabus/JUDS:0050J:2023-Spring:S01
JUDS 0050M,JUDS,0050M,Difficult Relations? Judaism and Christianity from the Middle Ages until the Present,https://coursetools.brown.edu/syllabus/JUDS:0050M:2023-Spring:S01
JUDS 0060,JUDS,0060,The Bible and Moral Debate,https://coursetools.brown.edu/syllabus/JUDS:0060:2023-Spring:S01
JUDS 0068,JUDS,0068,Happiness and the Pursuit of the Good Life (RELS 0010),https://coursetools.brown.edu/syllabus/JUDS:0068:2023-Spring:S01
JUDS 0069,JUDS,0069,Exodus: Freedom in the Modern Black and Jewish Religious Imaginations (RELS 0085A),https://coursetools.brown.edu/syllabus/JUDS:0069:2023-Spring:S01
JUDS 0608,JUDS,0608,The Parting of the Ways?: Questioning Jewish/Christian Difference,https://coursetools.brown.edu/syllabus/JUDS:0608:2023-Spring:S01
JUDS 0651,JUDS,0651,"Race, Sexuality, and the Jews",https://coursetools.brown.edu/syllabus/JUDS:0651:2023-Spring:S01
JUDS 0682A,JUDS,0682A,How the Bible Became Holy (RELS0325),https://coursetools.brown.edu/syllabus/JUDS:0682A:2023-Spring:S01
JUDS 0831,JUDS,0831,Holocaust Literature,https://coursetools.brown.edu/syllabus/JUDS:0831:2023-Spring:S01
JUDS 1711,JUDS,1711,History of the State of Israel: 1948 to the Present,https://coursetools.brown.edu/syllabus/JUDS:1711:2023-Spring:S01
JUDS 1728,JUDS,1728,Slavery in the Early Modern World (HIST 1964L),https://coursetools.brown.edu/syllabus/JUDS:1728:2023-Spring:S01
JUDS 1753,JUDS,1753,Blacks and Jews in American History and Culture,https://coursetools.brown.edu/syllabus/JUDS:1753:2023-Spring:S01
KREA 0200,KREA,0200,Korean,https://coursetools.brown.edu/syllabus/KREA:0200:2023-Spring:S01
KREA 0400,KREA,0400,Intermediate Korean,https://coursetools.brown.edu/syllabus/KREA:0400:2023-Spring:S01
KREA 0600,KREA,0600,Advanced Korean,missing
LACA 0234,LACA,0234,Modern Latin America (HIST 0234),missing
LACA 0256,LACA,0256,Introduction to Latinx History (HIST 0256).,missing
LACA 0630B,LACA,0630B,"Lusophone Cities in Literature, Film and Music (POBS 0630B).",missing
LACA 0650,LACA,0650,Advanced Spanish Through Literature and Film (HISP 0650),https://coursetools.brown.edu/syllabus/LACA:0650:2023-Spring:S01
LACA 0750G,LACA,0750G,Wildeyed Stories (HISP 0750G),missing
LACA 0750Q,LACA,0750Q,"Health, Illness and Medicine in Spanish American Literature and Film (HISP 0750Q)",missing
LACA 0750W,LACA,0750W,Caribe Queer (HISP 0750W).,missing
LACA 1200M,LACA,1200M,Latinx in Graphic Detail (ETHN 1200M).,missing
LACA 1331E,LACA,1331E,Visions and Voices of Indigenous Mexico (HISP 1331E),https://coursetools.brown.edu/syllabus/LACA:1331E:2023-Spring:S01
LACA 1331Q,LACA,1331Q,Las raras: escritoras y artistas latinoamericanas (HISP 1331Q).,missing
LACA 1333,LACA,1333,The Mexican Revolution (HIST 1333),missing
LACA 1340,LACA,1340,History of the Andes from Incas to Evo Morales (HIST 1340),missing
LACA 1382,LACA,1382,The Environmental History of Latin America (HIST 1382).,missing
LACA 1402,LACA,1402,"Beyond Sun, Sea and Sand: Exploring the Contemporary Caribbean (IAPA 1402)",https://coursetools.brown.edu/syllabus/LACA:1402:2023-Spring:S01
LACA 1503V,LACA,1503V,Health of Hispaniola,https://coursetools.brown.edu/syllabus/LACA:1503V:2023-Spring:S01
LACA 1503Z,LACA,1503Z,Neoliberalism and cross-border regions in Latin America and the Caribbean,https://coursetools.brown.edu/syllabus/LACA:1503Z:2023-Spring:S01
LACA 1504I,LACA,1504I,Different But Equal: Debates in Schooling of Indigenous and Afro-Descendants in South America,https://coursetools.brown.edu/syllabus/LACA:1504I:2023-Spring:S01
LACA 1504M,LACA,1504M,In-Transit Identities: Migration in Contemporary Latin American Literature and Popular Culture,https://coursetools.brown.edu/syllabus/LACA:1504M:2023-Spring:S01
LACA 1504N,LACA,1504N,"Writing the Amazon and the End of the World: Gender, Care, and Cosmopolitics",https://coursetools.brown.edu/syllabus/LACA:1504N:2023-Spring:S01
LACA 1601K,LACA,1601K,Early Modern Global History at the John Carter Brown Library: A Research Workshop (POBS1601K).,missing
LACA 1750L,LACA,1750L,Latina Feminisms (ETHN 1750L),missing
LACA 1800D,LACA,1800D,Into the Wilderness: An Ecocritical and Decolonial Approach to Imagining Brazil (POBS 1800D).,missing
LACA 1967C,LACA,1967C,"Making Revolutionary Cuba, 1959-Present (HIST 1967C)",https://coursetools.brown.edu/syllabus/LACA:1967C:2023-Spring:S01
LACA 1977I,LACA,1977I,"Gender, Race, and Medicine in the Americas (HIST 1977I)",missing
LACA 2015,LACA,2015,Revolt and Revolution in the Black World (AFRI 2015).,https://coursetools.brown.edu/syllabus/LACA:2015:2023-Spring:S01
LACA 2500B,LACA,2500B,Portuguese Overseas Encounters (POBS 2500B),missing
LACA 2600,LACA,2600,Exploring and Extracting in Colonial Latin American Literatures (HISP 2600),missing
LANG 0250S,LANG,0250S,Beginning Swahili II,missing
LANG 0760,LANG,0760,Language and Film Discourse in Africa,https://coursetools.brown.edu/syllabus/LANG:0760:2023-Spring:S01
LANG 0800,LANG,0800,Theory and Practice of Intercultural Competence,https://coursetools.brown.edu/syllabus/LANG:0800:2023-Spring:S01
LANG 2900,LANG,2900,The Theory and Practice of Foreign Language Learning and Teaching,https://coursetools.brown.edu/syllabus/LANG:2900:2023-Spring:S01
LATN 0110,LATN,0110,Intensive Introduction to Latin,https://coursetools.brown.edu/syllabus/LATN:0110:2023-Spring:S01
LATN 0200,LATN,0200,Essentials of the Latin Language,missing
LATN 0400,LATN,0400,Introduction to Latin Literature,https://coursetools.brown.edu/syllabus/LATN:0400:2023-Spring:S01
LATN 1050,LATN,1050,"Horace Satires, Epistles and 'Ars Poetica'",https://coursetools.brown.edu/syllabus/LATN:1050:2023-Spring:S01
LATN 1110H,LATN,1110H,Literature at the Court of Charlemagne,https://coursetools.brown.edu/syllabus/LATN:1110H:2023-Spring:S01
LATN 1110P,LATN,1110P,Lucan's Civil War,https://coursetools.brown.edu/syllabus/LATN:1110P:2023-Spring:S01
LATN 1120H,LATN,1120H,Latin Radicals (HMAN 1975V),missing
LATN 1820,LATN,1820,Survey of Roman Literature II: Empire,https://coursetools.brown.edu/syllabus/LATN:1820:2023-Spring:S01
LATN 2970,LATN,2970,Preliminary Exam Preparation,missing
LATN 2990,LATN,2990,Thesis Preparation,missing
LITR 0100A,LITR,0100A,Introduction to Fiction,missing
LITR 0100B,LITR,0100B,Introduction to Poetry,missing
LITR 0110A,LITR,0110A,Fiction I,missing
LITR 0110B,LITR,0110B,Poetry I,https://coursetools.brown.edu/syllabus/LITR:0110B:2023-Spring:S01
LITR 0110C,LITR,0110C,Playwriting I (TAPS 0100),https://coursetools.brown.edu/syllabus/LITR:0110C:2023-Spring:S01
LITR 0110E,LITR,0110E,Screenwriting I,https://coursetools.brown.edu/syllabus/LITR:0110E:2023-Spring:S01
LITR 0110H,LITR,0110H,Digital & Cross-Disciplinary Language Arts 1,missing
LITR 0210A,LITR,0210A,Fiction Writing II,https://coursetools.brown.edu/syllabus/LITR:0210A:2023-Spring:S01
LITR 0210B,LITR,0210B,Poetry Writing II,missing
LITR 0210C,LITR,0210C,Playwriting II (TAPS 0200),missing
LITR 0311A,LITR,0311A,"Juicy Carcasses, Abundant Futures: Detritus as Nourishment",missing
LITR 0710,LITR,0710,Writers on Writing Seminar,missing
LITR 1010A,LITR,1010A,Advanced Fiction,missing
LITR 1010B,LITR,1010B,Advanced Poetry,missing
LITR 1010C,LITR,1010C,Advanced Playwriting (TAPS 1500H),missing
LITR 1110V,LITR,1110V,Script to Screen: Scene Work,https://coursetools.brown.edu/syllabus/LITR:1110V:2023-Spring:S01
LITR 1151G,LITR,1151G,Everything Emily,missing
LITR 1151X,LITR,1151X,Interdisciplinary Arts Workshop: Translation of Concept,missing
LITR 1152H,LITR,1152H,Writing from the Archives/In the Subjunctive Mood,missing
LITR 1152I,LITR,1152I,Poets' Tour of the Essay,missing
LITR 1152Q,LITR,1152Q,Land Arts,missing
LITR 1152S,LITR,1152S,Race and the Making of Art (ARTS 1004).,https://coursetools.brown.edu/syllabus/LITR:1152S:2023-Spring:S01
LITR 1200,LITR,1200,Writers on Writing,missing
LITR 1231J,LITR,1231J,Histories,https://coursetools.brown.edu/syllabus/LITR:1231J:2023-Spring:S01
LITR 2010A,LITR,2010A,Graduate Fiction,missing
LITR 2010B,LITR,2010B,Graduate Poetry,https://coursetools.brown.edu/syllabus/LITR:2010B:2023-Spring:S01
LITR 2700,LITR,2700,Pedagogy Seminar,missing
MATH 0060,MATH,0060,Analytic Geometry and Calculus,missing
MATH 0090,MATH,0090,"Single Variable Calculus, Part I",https://coursetools.brown.edu/syllabus/MATH:0090:2023-Spring:S01
MATH 0100,MATH,0100,"Single Variable Calculus, Part II",https://coursetools.brown.edu/syllabus/MATH:0100:2023-Spring:S01
MATH 0180,MATH,0180,Multivariable Calculus,https://coursetools.brown.edu/syllabus/MATH:0180:2023-Spring:S01
MATH 0200,MATH,0200,Multivariable Calculus (Physics/Engineering),missing
MATH 0520,MATH,0520,Linear Algebra,https://coursetools.brown.edu/syllabus/MATH:0520:2023-Spring:S01
MATH 0540,MATH,0540,Linear Algebra With Theory,missing
MATH 1001,MATH,1001,The Art of Writing Mathematics,https://coursetools.brown.edu/syllabus/MATH:1001:2023-Spring:S01
MATH 1010,MATH,1010,Analysis: Functions of One Variable,missing
MATH 1040,MATH,1040,Fundamental Problems of Geometry,https://coursetools.brown.edu/syllabus/MATH:1040:2023-Spring:S01
MATH 1120,MATH,1120,Partial Differential Equations,missing
MATH 1140,MATH,1140,Functions Of Several Variables,missing
MATH 1230,MATH,1230,Graph Theory,https://coursetools.brown.edu/syllabus/MATH:1230:2023-Spring:S01
MATH 1530,MATH,1530,Abstract Algebra,missing
MATH 1540,MATH,1540,Topics in Abstract Algebra,missing
MATH 1580,MATH,1580,Cryptography,https://coursetools.brown.edu/syllabus/MATH:1580:2023-Spring:S01
MATH 1620,MATH,1620,Mathematical Statistics,missing
MATH 1810B,MATH,1810B,A Second Course in Linear Algebra,https://coursetools.brown.edu/syllabus/MATH:1810B:2023-Spring:S01
MATH 2010,MATH,2010,Differential Geometry,https://coursetools.brown.edu/syllabus/MATH:2010:2023-Spring:S01
MATH 2060,MATH,2060,Algebraic Geometry,https://coursetools.brown.edu/syllabus/MATH:2060:2023-Spring:S01
MATH 2260,MATH,2260,Complex Function Theory,https://coursetools.brown.edu/syllabus/MATH:2260:2023-Spring:S01
MATH 2380,MATH,2380,Partial Differential Equations,https://coursetools.brown.edu/syllabus/MATH:2380:2023-Spring:S01
MATH 2420,MATH,2420,Algebraic Topology,missing
MATH 2520,MATH,2520,Algebra,https://coursetools.brown.edu/syllabus/MATH:2520:2023-Spring:S01
MATH 2540,MATH,2540,Number Theory,https://coursetools.brown.edu/syllabus/MATH:2540:2023-Spring:S01
MATH 2720O,MATH,2720O,Equivariant Homotopy Theory,https://coursetools.brown.edu/syllabus/MATH:2720O:2023-Spring:S01
MATH 2720V,MATH,2720V,Minimal surfaces in the round three-sphere and related topics,missing
MATH 2970,MATH,2970,Preliminary Exam Preparation,https://coursetools.brown.edu/syllabus/MATH:2970:2023-Spring:S01
MATH 2990,MATH,2990,Thesis Preparation,missing
MCM 0150,MCM,0150,Text/Media/Culture: Theories of Modern Culture and Media,https://coursetools.brown.edu/syllabus/MCM:0150:2023-Spring:S01
MCM 0700A,MCM,0700A,Introduction to the Production Image,missing
MCM 0710A,MCM,0710A,Introduction to Filmic Practice: Time and Form,https://coursetools.brown.edu/syllabus/MCM:0710A:2023-Spring:S01
MCM 0750E,MCM,0750E,Listening Beyond the Browserscape,missing
MCM 0902T,MCM,0902T,"Media Epistemologies: Propaganda, Conspiracies, and Other Ways of (Not) Knowing",missing
MCM 0903A,MCM,0903A,Let’s Get Physical: Histories and Theories of Fitness,https://coursetools.brown.edu/syllabus/MCM:0903A:2023-Spring:S01
MCM 1204K,MCM,1204K,From Analog to Analogue: Digitality and Ephemerality in Audiovisual Archives,https://coursetools.brown.edu/syllabus/MCM:1204K:2023-Spring:S01
MCM 1205E,MCM,1205E,Kazuo Ishiguro (ENGL 1711R),missing
MCM 1205F,MCM,1205F,Black Queer Diasporas,https://coursetools.brown.edu/syllabus/MCM:1205F:2023-Spring:S01
MCM 1505B,MCM,1505B,Hitchcock: The Theory,https://coursetools.brown.edu/syllabus/MCM:1505B:2023-Spring:S01
MCM 1505P,MCM,1505P,Channeling Race: Television and Race in America,https://coursetools.brown.edu/syllabus/MCM:1505P:2023-Spring:S01
MCM 1505V,MCM,1505V,Reading Sex (ENGL 1900K),missing
MCM 1506O,MCM,1506O,Technologies of/and the Body - Mediated Visions,https://coursetools.brown.edu/syllabus/MCM:1506O:2023-Spring:S01
MCM 1506X,MCM,1506X,"Love Hurts: Romance, Media, Masochism",missing
MCM 1507H,MCM,1507H,"Chinese Women, Gender and Feminism from Historical and Transnational Perspectives (EAST 1932).",https://coursetools.brown.edu/syllabus/MCM:1507H:2023-Spring:S01
MCM 1507I,MCM,1507I,The Jewelers of the Ummah: The Jewish Muslim World is not History (MCM 1507I),missing
MCM 1701U,MCM,1701U,Advanced Projects in Film and Video,https://coursetools.brown.edu/syllabus/MCM:1701U:2023-Spring:S01
MCM 1701V,MCM,1701V,"The Cloud Beneath the Ground, Under sea:",missing
MCM 1701W,MCM,1701W,Feminist Inquiries in Time-Based Art,https://coursetools.brown.edu/syllabus/MCM:1701W:2023-Spring:S01
MCM 1701X,MCM,1701X,CS for Social Change (CSCI 1951I),missing
MCM 2101E,MCM,2101E,Rumor and Rot,https://coursetools.brown.edu/syllabus/MCM:2101E:2023-Spring:S01
MCM 2101G,MCM,2101G,Arendt and…(POLS 2090E),https://coursetools.brown.edu/syllabus/MCM:2101G:2023-Spring:S01
MCM 2110Y,MCM,2110Y,The Literary Fact and the Work of Critique,missing
MCM 2120H,MCM,2120H,Objects of (and in) Animation,https://coursetools.brown.edu/syllabus/MCM:2120H:2023-Spring:S01
MCM 2300I,MCM,2300I,Popular Music Studies (AMST 2220R),https://coursetools.brown.edu/syllabus/MCM:2300I:2023-Spring:S01
MCM 2310P,MCM,2310P,Racial Ecologies (HMAN 2401Q),https://coursetools.brown.edu/syllabus/MCM:2310P:2023-Spring:S01
MCM 2310Q,MCM,2310Q,Frequencies of Black Life (ARTS 2000).,missing
MCM 2510M,MCM,2510M,Bio-Media,https://coursetools.brown.edu/syllabus/MCM:2510M:2023-Spring:S01
MCM 2990,MCM,2990,Thesis Preparation,missing
MDVL 0050M,MDVL,0050M,Difficult Relations? Judaism and Christianity from the Middle Ages until the Present (JUDS 0050M),https://coursetools.brown.edu/syllabus/MDVL:0050M:2023-Spring:S01
MDVL 0300F,MDVL,0300F,Beowulf to Aphra Behn: The Earliest British Literatures (ENGL 0300F),missing
MDVL 0360,MDVL,0360,Medieval Bodies: Medieval Perspectives,https://coursetools.brown.edu/syllabus/MDVL:0360:2023-Spring:S01
MDVL 0510K,MDVL,0510K,The 1001 Nights (COLT 0510K),missing
MDVL 0711L,MDVL,0711L,The Quran and its Readers (COLT 0711L),missing
MDVL 1110H,MDVL,1110H,Literature at the Court of Charlemagne (LATN 1110H),https://coursetools.brown.edu/syllabus/MDVL:1110H:2023-Spring:S01
MDVL 1210A,MDVL,1210A,The Viking Age (HIST 1210A),missing
MDVL 1211,MDVL,1211,"Crusaders and Cathedrals, Deviants and Dominance: Europe in the High Middle Ages (HIST 1211)",https://coursetools.brown.edu/syllabus/MDVL:1211:2023-Spring:S01
MDVL 1361Q,MDVL,1361Q,Medieval Race (ENGL 1361Q),https://coursetools.brown.edu/syllabus/MDVL:1361Q:2023-Spring:S01
MDVL 1815,MDVL,1815,On the Edges of the Roman World (CLAS 1815),https://coursetools.brown.edu/syllabus/MDVL:1815:2023-Spring:S01
MDVL 1815Q,MDVL,1815Q,"Disability Studies and Premodern Literature: Gender, Politics, Health (COLT 1815Q)",missing
MED 2130,MED,2130,Patient Care in Complex Systems II,missing
MED 2181,MED,2181,Brain Sciences with Head and Neck Anatomy,missing
MED 2190,MED,2190,Microbiology and Infectious Disease,missing
MED 2250,MED,2250,Radiation Therapy Physics,missing
MED 2260,MED,2260,Physics of Medical Imaging,missing
MED 2280,MED,2280,Nuclear Medicine Physics,missing
MED 2290,MED,2290,Advanced Radiation Therapy,missing
MED 2300,MED,2300,"MR Imaging Technology, Ultrasound, and Interventional",missing
MED 2310,MED,2310,Radiation Biology,https://coursetools.brown.edu/syllabus/MED:2310:2023-Spring:S01
MES 0100,MES,0100,The Middle East: Cultures & Societies,https://coursetools.brown.edu/syllabus/MES:0100:2023-Spring:S01
MES 1199,MES,1199,"Anti-Semitism, Racism, Anti-Zionism: Debates, Contexts, Stakes",https://coursetools.brown.edu/syllabus/MES:1199:2023-Spring:S01
MES 1301,MES,1301,Interventions and Activism in the Contemporary Middle East,https://coursetools.brown.edu/syllabus/MES:1301:2023-Spring:S01
MES 1501,MES,1501,"The Palestinian Revolution, 1948-1982",https://coursetools.brown.edu/syllabus/MES:1501:2023-Spring:S01
MGRK 0200,MGRK,0200,Introduction to Modern Greek,https://coursetools.brown.edu/syllabus/MGRK:0200:2023-Spring:S01
MGRK 0400,MGRK,0400,Intermediate Modern Greek,https://coursetools.brown.edu/syllabus/MGRK:0400:2023-Spring:S01
MGRK 1220,MGRK,1220,"Decolonizing Classical Antiquity: White Nationalism, Colonialism, and Ancient Material Heritage",https://coursetools.brown.edu/syllabus/MGRK:1220:2023-Spring:S01
MPA 2066,MPA,2066,Introduction to Statistical Machine Learning,missing
MPA 2160,MPA,2160,Management and Implementation in Public and Non-Profit Organizations,https://coursetools.brown.edu/syllabus/MPA:2160:2023-Spring:S01
MPA 2229,MPA,2229,Principles and Practices of Stakeholder Engagement,https://coursetools.brown.edu/syllabus/MPA:2229:2023-Spring:S01
MPA 2475,MPA,2475,Policy Problems of the 21st Century,missing
MPA 2604,MPA,2604,The Corporation and Public Policy,missing
MPA 2606,MPA,2606,Public Policy and Politics in Partisan Times,https://coursetools.brown.edu/syllabus/MPA:2606:2023-Spring:S01
MPA 2710,MPA,2710,GIS and Public Policy,missing
